cnpj;matriz;data_abertura;n_razao_social;cd_natureza_juridica;de_natureza_juridica;nm_logradouro;nu_logradouro;cep;bairro;municipio;uf;situacao;classif_natureza_juridica;vl_latitude;vl_longitude;vl_total_veiculos_antt;vl_total_veiculos_leves;vl_total_veiculos_pesados;simples;qt_filial;simei;de_saude_tributaria;de_nivel_atividade
12190879000160;MATRIZ;2010-07-07;ELEICAO 2010 PEDRO FERREIRA OLIVEIRA DEPUTADO ESTADUAL;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA PROJETADA II;1183;65400000;CONJUNTO LEA ARCHER;CODO;MA;BAIXADA;PRIVADO;-4,4605557;-43,88945;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
08999877000140;MATRIZ;2007-08-01;FERNANDA HELOISA NUNES ME;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR PEDRO RANGEL;88;88304430;SAO JOAO;ITAJAI;SC;BAIXADA;PRIVADO;-26,9014152;-48,6781342;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
05646369000190;MATRIZ;1979-09-27;GANDU REFLORESTAMENTO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA AFONSO PENA;28;65415000;CENTRO;COROATA;MA;BAIXADA;PRIVADO;-4,1283394;-44,130317;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
01977143000110;MATRIZ;1997-07-18;ELETRONAZA VALE DO PARAIBA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOSE VICENTE DE BARROS;1360;12061000;PARQUE SANTO ANTONIO;TAUBATE;SP;BAIXADA;PRIVADO;-23,00731;-45,554694;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
10132071000100;MATRIZ;2008-07-12;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL UNICO MG PMDB;3999;ASSOCIACAO PRIVADA;RUA VICENTE JOSE LUCAS;258;38980000;CENTRO;TAPIRAI;MG;BAIXADA;PRIVADO;-19,8828411;-46,0178574;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
14028501000190;MATRIZ;2011-07-28;DIOMEDIO CLEMENTE DA SILVA ME;2135;EMPRESARIO INDIVIDUAL;RUA AFRICA DO SUL;123;59147618;VIDA NOVA;PARNAMIRIM;RN;BAIXADA;PRIVADO;-5,905186;-35,270369;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
01317988000180;MATRIZ;1996-07-11;GATTO FABRICA DE ARTEFATOS DE CIMENTO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PROFA ANA ZARRUDA;307;18050160;JARDIM VERA CRUZ;SOROCABA;SP;BAIXADA;PRIVADO;-23,5134888;-47,4933042;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
11601234000100;MATRIZ;1980-06-16;DESTILARIA RIO DE ONDAS SA;2054;SOCIEDADE ANONIMA FECHADA;SIA TRECHO 4;SN;70310500;SETOR INDUST ABASTECIM;BRASILIA;DF;BAIXADA;PRIVADO;-15,801519;-47,860297;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
05747808000150;MATRIZ;2003-06-30;MARLENE DE O PEREIRA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA RIO DE JANEIRO;2964;76890000;SETOR DOIS;JARU;RO;BAIXADA;PRIVADO;-10,4407275;-62,4670777;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
74194150000110;MATRIZ;1994-02-08;CRIACAO PERFEITA PROPAGANDA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA MINISTRO ABNER VASCONCELOS;489;60000000;AGUA FRIA;FORTALEZA;CE;BAIXADA;PRIVADO;-3,7937009;-38,4792034;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
59203208000150;MATRIZ;1988-07-01;INDUSTRIA DE PRODUTOS ALIMENTICIOS ADRICELI LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA CAPITAO EUGENIO GABRIEL;442;18740000;LOT D CARMELIA;TAQUARITUBA;SP;BAIXADA;PRIVADO;-23,5427236;-49,2486727;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
47870415000180;MATRIZ;1976-04-23;V A TORRE CIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOSE A CASTELO BRANCO;16;08210040;VILA ROMANA;SAO PAULO;SP;BAIXADA;PRIVADO;-23,5348552;-46,6997935;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
18588616000190;MATRIZ;1983-09-13;FLORA IEMANJA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ARTHUR FORATINE;530;35052037;N S DAS GRACAS;GOVERNADOR VALADARES;MG;BAIXADA;PRIVADO;-18,844017;-41,9473179;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
31865082000160;MATRIZ;1987-12-01;VEJA BEM QUITANDA E DIVERSOES ELETRONICAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA NILO PECANHA;364;25025000;PARQUE LAFAIETE;DUQUE DE CAXIAS;RJ;BAIXADA;PRIVADO;-22,7866001;-43,3145076;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
89626733000140;MATRIZ;1984-02-07;AVF INDUSTRIA QUIMICA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA 25 DE JULHO;280;91030270;PASSO DA AREIA;PORTO ALEGRE;RS;BAIXADA;PRIVADO;-30,0058149;-51,1827271;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
39076377000160;MATRIZ;1990-10-02;MARCIO SANSAO CONTABILIDADE LTDA;2240;SOCIEDADE SIMPLES LIMITADA;RUA ACRE;47;20081000;CENTRO;RIO DE JANEIRO;RJ;BAIXADA;PRIVADO;-22,8989893;-43,1812399;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
47292115000160;MATRIZ;1981-09-04;AGRIPAW INTERMEDIACAO LTDA SC;2240;SOCIEDADE SIMPLES LIMITADA;RUA BENEDITO COELHO NETTO;63;08210040;ITAQUERA;SAO PAULO;SP;BAIXADA;PRIVADO;-23,5483481;-46,4611143;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
63017214000190;MATRIZ;1990-05-23;DALILA DA SILVA CHIQUITO;2135;EMPRESARIO INDIVIDUAL;LOCALIDADE RODOVIA CORNELIO PIRES;SN;18530000;VISTA REDONDA;TIETE;SP;BAIXADA;PRIVADO;-23,0808171;-47,7219933;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
57684755000170;MATRIZ;1987-06-03;MERCEDES LOPES BADARO;2135;EMPRESARIO INDIVIDUAL;RUA AURORA;535;16200113;CENTRO;BIRIGUI;SP;BAIXADA;PRIVADO;-21,2994315;-50,3429126;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
88878384000190;MATRIZ;1977-03-08;PEDRO RODRIGUES DA LUZ;2135;EMPRESARIO INDIVIDUAL;AVENIDA SAGRADA FAMILIA;SN;98805000;HORTENCIA;SANTO ANGELO;RS;BAIXADA;PRIVADO;-28,294821;-54,2414315;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
31682024000100;MATRIZ;1987-08-20;TENDA DO BEBE CONFECCOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SANTA CRUZ;75;29122310;GLORIA;VILA VELHA;ES;BAIXADA;PRIVADO;-20,3370115;-40,3059393;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
63534747000140;MATRIZ;1991-08-22;LAUDELINA DA COSTA SOARES;2135;EMPRESARIO INDIVIDUAL;RUA CIDADE DO RIACHAO;SN;65980000;CENTRO;CAROLINA;MA;BAIXADA;PRIVADO;-7,332215;-47,4688039;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
45399052000110;MATRIZ;1973-11-02;HENRIQUE DE OLIVEIRA BARROS;2135;EMPRESARIO INDIVIDUAL;ESTRADA DE ITAVUVU;SN;18017013;BAIRRO DE ITAVUVU;SOROCABA;SP;BAIXADA;PRIVADO;-23,4585519;-47,48008;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
91176966000130;MATRIZ;1986-09-09;FRANZ & CAITANO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA G;1;91220580;VL NOVA SANTA ROSA;PORTO ALEGRE;RS;BAIXADA;PRIVADO;-29,9890782;-51,1948151;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
18919803000100;MATRIZ;1976-05-06;PEIXARIA RODOVIARIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CORONEL JOSE INACIO;12;37550000;CENTRO;POUSO ALEGRE;MG;BAIXADA;PRIVADO;-22,2319862;-45,938364;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
41236977000190;MATRIZ;1993-04-27;OLIVEIRA & DUARTE LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BARAO DE ITAMARACA;36;52020070;ESPINHEIRO;RECIFE;PE;BAIXADA;PRIVADO;-8,0427477;-34,8944242;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
63463566000170;MATRIZ;1991-05-10;R & M FRIOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ANDIRA;1603;61600000;PARQUE POTIRA;CAUCAIA;CE;BAIXADA;PRIVADO;-3,7510258;-38,629891;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
57147159000150;MATRIZ;1987-03-05;CASA DE CARNES ELISA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA LUIZ PEQUINI;1489;09780250;SANTA TEREZINHA;SAO BERNARDO DO CAMPO;SP;BAIXADA;PRIVADO;-23,7112684;-46,5301728;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
36146173000160;MATRIZ;1990-04-25;BORGES E MARINHO PECAS E SERVICOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CINCO;SN;24800000;MANILHAS;ITABORAI;RJ;BAIXADA;PRIVADO;-22,6848223;-42,8144356;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
42162511000150;MATRIZ;1972-07-27;RESTAURANTE BUCAREST LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BUENOS AIRES;84;20070022;CENTRO;RIO DE JANEIRO;RJ;BAIXADA;PRIVADO;-22,9028437;-43,1793952;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
52173275000120;MATRIZ;1983-03-11;TECNOMON MONTAGENS ELETRICAS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOS TIMBIRAS;502;01000000;SANTA EFIGENIA;SAO PAULO;SP;BAIXADA;PRIVADO;-23,5413081;-46,6407848;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
45015534000120;MATRIZ;1980-11-02;HOTEL E BAR D NATUREZA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA 7 DE SETEMBRO;758;17250000;CENTRO;BARIRI;SP;BAIXADA;PRIVADO;-22,0729024;-48,7434242;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
86636255000160;MATRIZ;1994-10-07;DORNELAS & RAVAGLIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOUTOR FRANCISCO DE BARROS;231;36770022;CENTRO;CATAGUASES;MG;BAIXADA;PRIVADO;-21,390039;-42,696098;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
25292368000100;MATRIZ;1988-06-01;FLIPERAMA PORTO VELHO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA GOIAS;304;35502027;IPIRANGA;DIVINOPOLIS;MG;BAIXADA;PRIVADO;-20,1464408;-44,8885631;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
29159241000160;MATRIZ;1975-12-01;RIB S COMESTIVEIS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA IRMAOS D ANGELO;99;25685330;CENTRO;PETROPOLIS;RJ;BAIXADA;PRIVADO;-22,5089633;-43,1768613;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
35214097000110;MATRIZ;1990-06-19;PATCRIS COMERCIAL DE MALHAS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA LIBERATO BARROSO;307;60030160;CENTRO;FORTALEZA;CE;BAIXADA;PRIVADO;-3,7273203;-38,5306034;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
21086426000180;MATRIZ;1979-10-04;RADIO SUMARE LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ANTONIO CARLOS;70;35430375;CENTRO;PONTE NOVA;MG;BAIXADA;PRIVADO;-20,4164011;-42,9076702;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
08628624000160;MATRIZ;2007-01-29;CANTERI REPRESENTACOES COMERCIAIS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA CAMPOS SALLES;571;86720970;CENTRO;SABAUDIA;PR;ATIVA;PRIVADO;-23,3211249;-51,5556308;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;MEDIA
03660928000190;MATRIZ;2000-02-18;ANAILZA PIMENTEL DA CONCEICAO ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA NORTE SUL;611;45821050;CENTRO;EUNAPOLIS;BA;ATIVA;PRIVADO;-16,3658411;-39,5867529;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;ALTA
11711262000180;MATRIZ;2010-03-21;CAMILA MACEDO MELO SOUTO MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA AFONSO PENA;1617;38400708;NOSSA SENHORA APARECIDA;UBERLANDIA;MG;ATIVA;PRIVADO;-18,909571;-48,2714809;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;MEDIA
05978383000190;MATRIZ;2003-11-05;WALDEVIR PETENUCCI ME;2135;EMPRESARIO INDIVIDUAL;RUA 15 DE NOVEMBRO;1859;15490000;CENTRO;PAULO DE FARIA;SP;ATIVA;PRIVADO;-20,0300881;-49,3948811;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;MEDIA
08182042000100;MATRIZ;2006-07-11;MIRELLE APARECIDA COSTA DOS SANTOS ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA SANTOS DUMONT;178;14708028;JARDIM AEROPORTO;BEBEDOURO;SP;ATIVA;PRIVADO;-20,9291067;-48,4974015;S/N;2;1;SIM;S/N;NAO;AZUL;MEDIA
62113477000130;MATRIZ;1989-12-01;ELIANA MARIA DE SANTANA ME;2135;EMPRESARIO INDIVIDUAL;RUA GOVERNADOR PDE TOLEDO;329;18500000;CENTRO;LARANJAL PAULISTA;SP;ATIVA;PRIVADO;-23,0531327;-47,8343726;S/N;S/N;S/N;NAO;S/N;NAO;LARANJA;MEDIA
12902805000100;MATRIZ;1989-06-26;MAURICIO DOS SANTOS DE SOUZA;4014;EMPRESA INDIVIDUAL IMOBILIARIA;RUA NOVA;SN;55900000;CENTRO;GOIANA;PE;ATIVA;PRIVADO;-7,5571054;-35,0043021;S/N;S/N;S/N;NAO;S/N;NAO;LARANJA;MEDIA
10854758000140;MATRIZ;2009-05-28;UMA DUZIA AGENCIA PUBLICITARIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA RIO GRANDE DO SUL;937;37701001;CENTRO;POCOS DE CALDAS;MG;ATIVA;PRIVADO;-21,7867988;-46,5646653;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;ALTA
12796638000160;MATRIZ;2010-11-03;JOSE WILSON GALVAO MEI;2135;EMPRESARIO INDIVIDUAL;RUA BENEDITO PEREIRA;152;05138120;JARDIM LIBANO;SAO PAULO;SP;BAIXADA;PRIVADO;-23,486489;-46,7346055;S/N;S/N;S/N;SIM;S/N;SIM;VERDE;INATIVA
15578940000130;MATRIZ;2012-05-23;ANTONIO PAULO NASCIMENTO MEI;2135;EMPRESARIO INDIVIDUAL;RUA SERGIO FERNANDES PEREIRA;72;88704501;HUMAITA;TUBARAO;SC;ATIVA;PRIVADO;-28,4673317;-49,0074515;S/N;1;0;SIM;S/N;SIM;VERDE;MEDIA
09378058000300;FILIAL;2008-04-02;KENNEDY ULIAN;4120;PRODUTOR RURAL PESSOA FISICA;FAZENDA SAO JOAO;SN;15885000;SAO JOAO;NOVAIS;SP;ATIVA;PRIVADO;-20,9961946;-48,9183822;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
15417794000160;MATRIZ;2012-04-24;ARIANE RICARDO OLIVEIRA RESTAURANTE;2135;EMPRESARIO INDIVIDUAL;RUA ITAPECHINGA;504;12919514;SANTA LUZIA;BRAGANCA PAULISTA;SP;ATIVA;PRIVADO;-22,9699366;-46,5523175;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;ALTA
08559714000570;FILIAL;2007-10-03;RENATO MIGUEL TESCARO;4120;PRODUTOR RURAL PESSOA FISICA;SITIO SANTA LUZIA;SN;16270000;CAXIMBA;GLICERIO;SP;ATIVA;PRIVADO;-21,3473014;-50,2038438;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
08200504000590;FILIAL;2009-04-17;NATAL BELUCO E OUTRA;4120;PRODUTOR RURAL PESSOA FISICA;SITIO CACHOEIRA;SN;19750000;ZONA RURAL;LUTECIA;SP;ATIVA;PRIVADO;-22,3388538;-50,39448;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;MEDIA
08444133000240;FILIAL;2006-12-08;WALDEMAR CHECCHINATO;4120;PRODUTOR RURAL PESSOA FISICA;SITIO ESTRADA DA CRUZ GRANDE;4376;13290000;BAIRRO SANTO ANTONIO;LOUVEIRA;SP;ATIVA;PRIVADO;-23,1020339;-46,9807846;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;ALTA
14218319000100;MATRIZ;2011-08-31;FERNANDO CELSO LAFRAYA HILARIO MEI;2135;EMPRESARIO INDIVIDUAL;RUA PROFESSOR DOUTOR SERGIO MANOEL MORETTI VIEIRA;182;16012503;CONJUNTO HABITACIONAL HILDA MANDARINO;ARACATUBA;SP;ATIVA;PRIVADO;-21,2117252;-50,4048278;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;BAIXA
09515152000100;MATRIZ;2008-04-24;K C M FERREIRA ME;2135;EMPRESARIO INDIVIDUAL;ESTRADA DO;40;67120520;COQUEIRO;ANANINDEUA;PA;ATIVA;PRIVADO;-1,3503075;-48,4191574;S/N;3;3;SIM;S/N;NAO;VERDE;ALTA
11851530000160;MATRIZ;2010-04-23;TALITA FABRI DA CONCEICAO MEI;2135;EMPRESARIO INDIVIDUAL;RUA TRINO FABRI;205;36047020;BANDEIRANTES;JUIZ DE FORA;MG;ATIVA;PRIVADO;-21,7257359;-43,3580282;S/N;S/N;S/N;SIM;S/N;SIM;VERDE;ALTA
03567665000170;MATRIZ;1999-12-01;MARIA DAS DORES MOTA COSTA ME;2135;EMPRESARIO INDIVIDUAL;TRECHO MANTIQUEIRA;500A;39625000;BEIRA MAR;ITAOBIM;MG;ATIVA;PRIVADO;-16,556989;-41,5079266;S/N;S/N;S/N;SIM;S/N;NAO;LARANJA;MEDIA
06346166000140;MATRIZ;2004-07-05;LUIS SALES DE PAULO COMERCIAL ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA LUCIANO MAGALHAES;950;62700000;SANTA LUZIA;CANINDE;CE;ATIVA;PRIVADO;-4,3473564;-39,3171749;S/N;S/N;S/N;SIM;S/N;NAO;AMARELO;MEDIA
11302418000170;MATRIZ;2009-11-01;CICERA CANUTO DOS ANJOS;2135;EMPRESARIO INDIVIDUAL;QR 120 CONJUNTO F;SN;72546381;SANTA MARIA;BRASILIA;DF;ATIVA;PRIVADO;-15,801519;-47,860297;S/N;S/N;S/N;SIM;S/N;SIM;VERDE;ALTA
14662311000120;MATRIZ;2011-11-02;ANDRE LUIZ C MELO ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA CONSELHEIRO ZACARIAS;88;40445080;MARES;SALVADOR;BA;ATIVA;PRIVADO;-12,9379388;-38,5031774;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;ALTA
09446096000190;MATRIZ;2008-03-20;SOUSA & BORDIN CONSTRUCAO E LOCACAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA ELIAS TARRAF;1190;15046010;DOM LAFAIETE;SAO JOSE DO RIO PRETO;SP;ATIVA;PRIVADO;-20,7769817;-49,393955;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;MEDIA
08732820000180;MATRIZ;2007-03-21;CLAUDIO SILVEIRA COELHO & CIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA EUGENIO PORTELA;73;88117010;BARREIROS;SAO JOSE;SC;ATIVA;PRIVADO;-27,5883557;-48,6127508;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;MEDIA
16918915000110;MATRIZ;2012-09-27;R & D COLCHOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA RODOLFO PAIXAO;257;38440122;CENTRO;ARAGUARI;MG;ATIVA;PRIVADO;-18,6508692;-48,1916858;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;ALTA
07827785000110;MATRIZ;1985-09-09;ANTONIO ABREU LOURENCO ME;2135;EMPRESARIO INDIVIDUAL;RUA CAPITAO GUSTAVO;3142;60120140;JOAQUIM TAVORA;FORTALEZA;CE;ATIVA;PRIVADO;-3,7485755;-38,5179984;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;ALTA
09206981000100;MATRIZ;2007-11-02;MARIA JOSE LEMOS DA COSTA ME;2135;EMPRESARIO INDIVIDUAL;RUA NOSSA SENHORA APARECIDA;10;53510080;CAETES VELHO;ABREU E LIMA;PE;ATIVA;PRIVADO;-7,905732;-34,9019509;S/N;S/N;S/N;NAO;S/N;NAO;AZUL;ALTA
97432199000240;FILIAL;1997-09-29;LOURIVAL FORTALEZA DE SOUSA & CIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ODETE ARRAIS;1;64660000;CENTRO;PIO IX;PI;ATIVA;PRIVADO;-6,84773;-40,5836128;S/N;S/N;S/N;NAO;S/N;NAO;VERDE;MEDIA
14786155000100;MATRIZ;2011-12-02;SILVINIA APARECIDA LUIZ DOS SANTOS MEI;2135;EMPRESARIO INDIVIDUAL;RUA CONSELHEIRO ANTONIO;231;13474440;ANTONIO ZANAGA II;AMERICANA;SP;ATIVA;PRIVADO;-22,7074375;-47,2973563;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;MEDIA
10774188000260;FILIAL;2009-12-07;OSVALDO SILVANIO FILHO BAR ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA ANTONIO PRADO;2485;14460000;CENTRO;CRISTAIS PAULISTA;SP;ATIVA;PRIVADO;-20,3990095;-47,4278189;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;MEDIA
04833659000180;MATRIZ;2001-12-01;TRILHA HOTEL TURISMO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA 2;SN;73830000;LOTEAMENTO PALMARES;MONTE ALEGRE DE GOIAS;GO;ATIVA;PRIVADO;-13,2556438;-46,8932359;S/N;S/N;S/N;SIM;S/N;NAO;AMARELO;ALTA
12737336000110;MATRIZ;2010-10-02;JESSICA DE SOUZA MEI;2135;EMPRESARIO INDIVIDUAL;RUA ENGENHEIRO VILLARES DA SILVA;699;08215320;ITAQUERA;SAO PAULO;SP;ATIVA;PRIVADO;-23,5376819;-46,4462717;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;MEDIA
15437022000190;MATRIZ;2012-04-13;MASTER SERVICOS DE REBOQUES DE VEICULOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CANDEL;570;07171430;JARDIM PRESIDENTE DUTRA;GUARULHOS;SP;ATIVA;PRIVADO;-23,4178164;-46,4391119;S/N;S/N;S/N;SIM;S/N;NAO;AMARELO;MEDIA
15437826000190;MATRIZ;2012-04-26;VAGNER FERREIRA DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA JOSE ESCAGION;42;18520000;SAO FRANCISCO;CERQUILHO;SP;ATIVA;PRIVADO;-23,1638637;-47,7605315;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;MEDIA
16660577000160;MATRIZ;2012-07-19;ADR COMERCIO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;TRAVESSA EPITACIO CAFETEIRA;158;65076130;SAO FRANCISCO;SAO LUIS;MA;ATIVA;PRIVADO;-2,5693403;-44,2310381;S/N;S/N;S/N;SIM;S/N;NAO;AZUL;MEDIA
03715735000190;MATRIZ;2000-03-17;EDITORA A NOTICIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;PRACA ZACARIAS;58;80020080;CENTRO;CURITIBA;PR;ATIVA;PRIVADO;-25,432115;-49,2728229;S/N;S/N;S/N;NAO;1;NAO;AZUL;MEDIA
11507763000140;MATRIZ;2010-01-15;O A RODRIGUES CONFECCOES ME;2135;EMPRESARIO INDIVIDUAL;RUA SAO BENTINHO;38;15035320;GONZAGA DE CAMPOS;SAO JOSE DO RIO PRETO;SP;BAIXADA;PRIVADO;-20,8106991;-49,4265375;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
30882898000130;MATRIZ;1980-05-20;J M S MACHADO;2135;EMPRESARIO INDIVIDUAL;AVENIDA EDSON;368;24430380;QUINTO;SAO GONCALO;RJ;BAIXADA;PRIVADO;-22,8676092;-43,0404242;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
14795259000180;MATRIZ;2011-12-02;MARCOS FABIO ERLO MEI;2135;EMPRESARIO INDIVIDUAL;RUA VE JOAO;23;64450000;CENTRO;MONSENHOR GIL;PI;ATIVA;PRIVADO;-5,5541718;-42,6104246;S/N;S/N;S/N;SIM;S/N;SIM;AMARELO;BAIXA
20627576000190;MATRIZ;1978-01-10;FILADELFO DE FREITAS HERINGER;2135;EMPRESARIO INDIVIDUAL;RUA BARBARA HELIODORA;885;35010040;CENTRO;GOVERNADOR VALADARES;MG;BAIXADA;PRIVADO;-18,8574026;-41,9490726;S/N;S/N;S/N;NAO;S/N;NAO;S/N;INATIVA
04172776000140;MATRIZ;2000-11-02;THAZMANA ENSINO FUNDAMENTAL EIRELI;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;AVENIDA SENADOR FLAQUER;555;09725442;VILA EUCLIDES;SAO BERNARDO DO CAMPO;SP;ATIVA;PRIVADO;-23,6977619;-46,5593019;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;ALTA
81796898000310;FILIAL;1993-11-05;EDSON TIEMANN ME;2135;EMPRESARIO INDIVIDUAL;RODOVIA ANTONIO HEIL;635;88352288;SANTA TEREZINHA;BRUSQUE;SC;ATIVA;PRIVADO;-27,078743;-48,8897776;S/N;S/N;S/N;SIM;S/N;NAO;VERDE;MEDIA
06697237000150;MATRIZ;2004-07-13;CONSTRUMAR MADEIRAS E CONSTRUCOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA EUCLIDES PAES MENDONCA;157;49560000;CENTRO;MOITA BONITA;SE;ATIVA;PRIVADO;-10,5812556;-37,3431792;S/N;0;2;SIM;S/N;NAO;VERDE;ALTA
